Location in Stile,Type of video,Location of video
Stile Science/Body Systems/7.1 Science and society: Nicotine vaping,Upload,https://stileapp.com/uploads/au/d8b864d1f915b5876c41fed5e08af320998c25092b0a1497a8661e7a08399c4e/BBC_-_Trust_Me_I_m_A_Doctor_-_Are_electronic_cigarettes_safe___29_10_14__-_crop.mp4?response-content-disposition=attachment;%20filename=%22BBC_-_Trust_Me_I_m_A_Doctor_-_Are_electronic_cigarettes_safe___29_10_14__-_crop.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=rZKwnyXfof6qGyOLgvvjHER8sOw%3D
Stile Science/Body Systems/7.2 Career profile: Respiratory therapist,Upload,https://stileapp.com/uploads/au/30b2335d6962287443ab3e522e5fb7fc4002c8e7d8518300ba6e262c19e4f211/Career_Spotlight__Todd_Gallo__Respiratory_Therapist_-_crop.mov?response-content-disposition=attachment;%20filename=%22Career_Spotlight__Todd_Gallo__Respiratory_Therapist_-_crop.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626746400&Signature=LLhb%2BKvzTd3yIEyuoqPjnticRr8%3D
Stile Science/States of Matter/Introduction: Mission to Mars,Upload,https://stileapp.com/uploads/au/T20180703-3084cff7927974065400140a307321b3b68e6efb7c8d06a18eee91/Your_kids_might_live_on_Mars._Here_s_how_they_ll_survive___Stephen_Petranek.mp4?response-content-disposition=attachment;%20filename=%22Your_kids_might_live_on_Mars._Here_s_how_they_ll_survive___Stephen_Petranek.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=XXEAaN9gzE6wFNXpwqq9xuTuBbY%3D
Stile Science/States of Matter/Introduction: Mission to Mars,Upload,https://stileapp.com/uploads/au/T20210301-6d03d4a8596ef66352b3e4ebbdc63c8db2dcef9ec6941b4b060c8d/Mission_Overview__NASA_s_Perseverance_Mars_Rover.mp4?response-content-disposition=attachment;%20filename=%22Mission_Overview__NASA_s_Perseverance_Mars_Rover.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=MWAN1AZHWSWyHomkotCJUjfCXyM%3D
Stile Science/States of Matter/Career profile: Astronaut – Stephanie Wilson,Upload,https://stileapp.com/uploads/au/T20210301-6e73262cdbd30a763161b5cefd51896d93d5a50949448fb4a86d67/Stephanie_Wilson_On_What_It_Is_Like_Traveling_Into_Space.mp4?response-content-disposition=attachment;%20filename=%22Stephanie_Wilson_On_What_It_Is_Like_Traveling_Into_Space.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=SsDRyS1OzapUhPAxrV9t0j4l6JU%3D
Stile Science/States of Matter/Career profile: Astronaut – Scott Kelly,Upload,https://stileapp.com/uploads/au/T20180717-52e2b5686a3e36acc157783a2162979d4f2f72d6ae3af528a01291/Speed_of_Sound_YearInSpace.mp4?response-content-disposition=attachment;%20filename=%22Speed_of_Sound_YearInSpace.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626760800&Signature=cd4BRZoZpbM%2FfA0FvnB4Flsn%2FS0%3D
Stile Science/States of Matter/1.1 Lesson: States of matter,Upload,https://stileapp.com/uploads/au/T20180627-089cbbda3a308adab2bc5d0cfc5a1eb1d62e7e2ff50798ff605979/How_much_water_is_on_Earth_-_Space_Place_in_a_Snap.mp4?response-content-disposition=attachment;%20filename=%22How_much_water_is_on_Earth_-_Space_Place_in_a_Snap.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=gZkMFM9OgYMpjb853qmNgkNeWWM%3D
Stile Science/States of Matter/1.2 Lesson: Properties of states of matter,Upload,https://stileapp.com/uploads/au/T20180627-6989fbd2dbb83ea13454cac7067bab8d09fbae25b582b948866645/STATES_OF_MATTER_PART_1__Observable_Properties_of_Solids__Liquids_and_Gases.mp4?response-content-disposition=attachment;%20filename=%22STATES_OF_MATTER_PART_1__Observable_Properties_of_Solids__Liquids_and_Gases.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=nqRq%2BhGVg3xPLGxydIvt%2FGRDgJM%3D
Stile Science/States of Matter/1.2 Lesson: Properties of states of matter,Upload,https://stileapp.com/uploads/au/T20180622-2274c4d3cda025782154ea153a4089b3922c9945a5060d73bb7747/AdobeStock_86217190.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_86217190.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=lKdcNYIgnmQx3DN3yb%2FIHc9nKkU%3D
Stile Science/States of Matter/1.2 Lesson: Properties of states of matter,Upload,https://stileapp.com/uploads/au/T20180622-a71f5bd86e25b8aa771d6ee7869adee75bd9928c55512c7f3ea4c0/AdobeStock_187017205.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_187017205.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=DcdDc1W%2BJSq9fIy1RWYqJWv1Enk%3D
Stile Science/States of Matter/1.2 Quiz: Properties of the states of matter,Upload,https://stileapp.com/uploads/au/T20201129-3e6f8efbe728c9a60e54599b5ba9500058894b4a022a5a04c79e95/Pexels_Videos_2325178.mp4?response-content-disposition=attachment;%20filename=%22Pexels_Videos_2325178.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=BB9QcNdxCdH5mjQHyosbgfyEMTU%3D
Stile Science/States of Matter/1.3 Practical activity: Observing oobleck (optional),Upload,https://stileapp.com/uploads/au/T20201201-2af7da56055f37585e92e50bc32b1bf7f3c2cacc7a6ba6fe8cec14/How_to_Make_Oobleck__Chemistry_.mp4?response-content-disposition=attachment;%20filename=%22How_to_Make_Oobleck__Chemistry_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=SY38f3wz4b0iYbCu3mvTH4ID6q8%3D
Stile Science/States of Matter/1.3 Practical activity: Observing oobleck (optional),Upload,https://stileapp.com/uploads/au/T20210330-0f357f519a7a6d7cf413e3f1bc7113e04ef4173bc84fd1cd95bc63/50L_Oobleck_Bathtub_Experiments___.mp4?response-content-disposition=attachment;%20filename=%2250L_Oobleck_Bathtub_Experiments___.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=pYTiquFW2pNBEUckMoExlk2DCBU%3D
Stile Science/States of Matter/2.1 Lesson: The particle model,Upload,https://stileapp.com/uploads/au/T20201124-2051d7ea81c62d8d5cb143a527009e6dbeb7db2ace48a2fd2cfaa8/Screen_Recording_2020-11-24_at_11.43.12_am.mov?response-content-disposition=attachment;%20filename=%22Screen_Recording_2020-11-24_at_11.43.12_am.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=BJsw6eSkz4B9yNfYByYS363DSf4%3D
Stile Science/States of Matter/2.1 Lesson: The particle model,Upload,https://stileapp.com/uploads/au/T20190204-ee6b46449af632e2b3723a903885bf38831237f7f52203204c9531/gas.mp4?response-content-disposition=attachment;%20filename=%22gas.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=YhVQDbkMFkVtpFhcm3f8dSZ%2FJkc%3D
Stile Science/States of Matter/2.1 Lesson: The particle model,Upload,https://stileapp.com/uploads/au/T20210309-7e8f48b1582a559f8bdf0c8570e163ba7e4e7c2615a4a206f608c6/Pexels_Videos_2219383.mp4?response-content-disposition=attachment;%20filename=%22Pexels_Videos_2219383.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=M981MkNevG7bLw1w5dxP%2BcuXWYQ%3D
Stile Science/States of Matter/2.1 Lesson: The particle model,Upload,https://stileapp.com/uploads/au/T20210407-f7c5252dd02b7dd8c7c035014b5c64239be5a02026ff4957bdaf4e/AdobeStock_191476274.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_191476274.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=7JoO6B70BSGEwswLYtpKtKtLxpU%3D
Stile Science/States of Matter/2.1 Quiz: The particle model,Upload,https://stileapp.com/uploads/au/T20190204-eafaac570c8d09e5f13a1811a8be630841b46ee034174ee4366455/liquid.mp4?response-content-disposition=attachment;%20filename=%22liquid.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=gx9ruuQ9q3YB5C4fRIOI6MF%2BTws%3D
Stile Science/States of Matter/2.2 Practical activity: Evidence for the particle model ,Upload,https://stileapp.com/uploads/au/T20180625-25f9ba296dbac6c0ed5e2a31c1e39f78dcc4a9e8b61e461c0077f6/Diffusion_and_Temperature.mp4?response-content-disposition=attachment;%20filename=%22Diffusion_and_Temperature.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626814800&Signature=mwBYbKO1Yd7G5o8ZaiXHBny436I%3D
Stile Science/States of Matter/3.1 Lesson: Changing states,Upload,https://stileapp.com/uploads/au/T20210407-cda1e0bc46440c5b0c4f6707ece0adf839911034c3c75358ae0820/video.mp4?response-content-disposition=attachment;%20filename=%22video.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=qklMihoBrlk3p2ZXLFNFmToKIGg%3D
Stile Science/States of Matter/3.1 Lesson: Changing states,Upload,https://stileapp.com/uploads/au/T20180627-6bb88dbdce5ff95a0bf395ef2e8cebfd13a154cae7775ef46cba26/Change_of_state___Matter___Physics___FuseSchool.mp4?response-content-disposition=attachment;%20filename=%22Change_of_state___Matter___Physics___FuseSchool.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=cGswGZrxS2TCwLRnhLf7Ued%2BEBY%3D
Stile Science/States of Matter/3.1 Lesson: Changing states,Upload,https://stileapp.com/uploads/au/T20210408-f249ac44f9a0451d7b7b925b4b24749f7af4fabffb63c166ceaa15/AdobeStock_264070143.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_264070143.mov%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=tGdhah1b28pS9jAploD5dbQb%2FEc%3D
Stile Science/States of Matter/3.3 Lesson: Changing states and the particle model,Upload,https://stileapp.com/uploads/au/T20210419-b4ccfae1900aa045917b25893a50cb4251be410d1436d213c4fcb3/AdobeStock_218175803.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_218175803.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=18b5C8vGKzn%2Be0kpeJQwUiBM1bw%3D
Stile Science/States of Matter/3.3 Lesson: Changing states and the particle model,Upload,https://stileapp.com/uploads/au/T20180703-b50f0ec1265e7c6451e214d126fd209cbae3c19904db5e7f9eafa5/States_of_matter_v2.mp4?response-content-disposition=attachment;%20filename=%22States_of_matter_v2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=Nn2rAX0FIjhJFUFevJPadwxXeuA%3D
Stile Science/States of Matter/3.3 Lesson: Changing states and the particle model,Upload,https://stileapp.com/uploads/au/T20210419-b4ccfae1900aa045917b25893a50cb4251be410d1436d213c4fcb3/AdobeStock_218175803.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_218175803.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=18b5C8vGKzn%2Be0kpeJQwUiBM1bw%3D
Stile Science/States of Matter/3.3 Lesson: Changing states and the particle model,Upload,https://stileapp.com/uploads/au/T20210330-29ef299d6886bb0a95e5ea814ed7e4dff729b4f3be733d65d4f3a1/AdobeStock_263305540.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_263305540.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=%2BPho5VDwYc%2FN54J4wKlYoUn7NIw%3D
Stile Science/States of Matter/Project: Life on Mars,Upload,https://stileapp.com/uploads/au/T20180628-1b7efe6774edfe800f373a8787d068bc4a4c4a42ee18af151528b7/Life_in_a_Mars_Colony.mp4?response-content-disposition=attachment;%20filename=%22Life_in_a_Mars_Colony.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626764400&Signature=kOyVjaT5qOeguMHqX%2Ftdoke9iNo%3D
Stile Science/States of Matter/Test: States of matter,Upload,https://stileapp.com/uploads/au/T20190204-86e953ca2e5699a1172957814a79fd06d0076daae49412ab536c6e/solid.mp4?response-content-disposition=attachment;%20filename=%22solid.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=tgvFSuPAPqai1AAjuL4fozY0dzU%3D
Stile Science/Elements and Compounds/1.1 Lesson: Elements,Upload,https://stileapp.com/uploads/au/T20161029-1e7b8860aa675f9d472d6b2678800fa4ce51e373460a7d64b7445d/bernie-final.mov?response-content-disposition=attachment;%20filename=%22bernie-final.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=8atoDbH2WiRqEerbjMtUeuasbE4%3D
Stile Science/Elements and Compounds/1.1 Lesson: Elements,Upload,https://stileapp.com/uploads/au/T20161028-7b750cc44e79abc5d69cbc964a438aefb954b99faee2e36cf6588f/Main-comp_2.mov?response-content-disposition=attachment;%20filename=%22Main-comp_2.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=fKJELfEEnwPnwpRUGkuivARmhMU%3D
Stile Science/Elements and Compounds/1.1 Lesson: Elements,Upload,https://stileapp.com/uploads/au/T20161023-d6b8c396a4e8721e3af38c42a02d0a9ee79b7bdba96bdd8b304933/ETV_Science_Education_Junior_Secondary_Science_-_Elements_and_Compounds_2003__-_crop.mp4?response-content-disposition=attachment;%20filename=%22ETV_Science_Education_Junior_Secondary_Science_-_Elements_and_Compounds_2003__-_crop.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=%2FJdy5fhAW3AcVlxO02FzxwWo2Vw%3D
Stile Science/Elements and Compounds/2.1 Lesson: The periodic table,Upload,https://stileapp.com/uploads/au/T20161023-409f26addb7de03b260adf9a83240794e7c993454cf41af7fa594a/C2.1___C2.3_-_Mendeleev_and_The_Modern_Periodic_Table_-_crop1.mp4?response-content-disposition=attachment;%20filename=%22C2.1___C2.3_-_Mendeleev_and_The_Modern_Periodic_Table_-_crop1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=BGfjfXF2%2BlLm9ucE9LG6NFBQScM%3D
Stile Science/Elements and Compounds/2.1 Lesson: The periodic table,Upload,https://stileapp.com/uploads/au/T20161023-da66839aca0ef7ac6e5ba2247cf5cd0d2c8edd7f5af244a3dcf774/C2.1___C2.3_-_Mendeleev_and_The_Modern_Periodic_Table_-_crop2.mp4?response-content-disposition=attachment;%20filename=%22C2.1___C2.3_-_Mendeleev_and_The_Modern_Periodic_Table_-_crop2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=KdDnLKjqbd6KqaFEASSV%2BOpDrIE%3D
Stile Science/Elements and Compounds/3.1 Lesson: Compounds,Upload,https://stileapp.com/uploads/au/T20161023-d38fbdbc89eca38321eeb70fa699481b6829ce801b6a6cad343d06/The__truly__Periodic_Table_-_crop.mp4?response-content-disposition=attachment;%20filename=%22The__truly__Periodic_Table_-_crop.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=bckbcHW8Bb02Id7YDG2XbPBxpzg%3D
Stile Science/Elements and Compounds/4.1 Science and society: Do we need plastics?,Upload,https://stileapp.com/uploads/au/T20171002-13451a388d111f8907eadc35a3d947585920dc43b4c0b097f49cb0/What_really_happens_to_the_plastic_you_throw_away_-_edit.mp4?response-content-disposition=attachment;%20filename=%22What_really_happens_to_the_plastic_you_throw_away_-_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=U3Ga%2BoFN0DBl%2BVwhItNWZZBHgr4%3D
Stile Science/Elements and Compounds/4.2 Career Profile: Flavour chemist,Upload,https://stileapp.com/uploads/au/T20161024-dea1ac69c0512106e30455929faa83a0bc86a5b4cc5cd5ecf50b76/Flavor_Chemist_-_crop.mp4?response-content-disposition=attachment;%20filename=%22Flavor_Chemist_-_crop.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=YA9g29fgQ%2BD4XNd3DNzRRLNZ0l8%3D
Stile Science/Physical and Chemical Change/Introduction: The sweet science of chocolate,Upload,https://stileapp.com/uploads/au/T20180625-a2bbf2155cbb9ceb6828775ae0f628f0e9bb5700ad75c5f700da1d/Making_Chocolate.mp4?response-content-disposition=attachment;%20filename=%22Making_Chocolate.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=wdriz0u61rj8rX4wgMzpg6Nyspw%3D
Stile Science/Physical and Chemical Change/Introduction: The sweet science of chocolate,Upload,https://stileapp.com/uploads/au/T20180625-a2bbf2155cbb9ceb6828775ae0f628f0e9bb5700ad75c5f700da1d/Making_Chocolate.mp4?response-content-disposition=attachment;%20filename=%22Making_Chocolate.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=wdriz0u61rj8rX4wgMzpg6Nyspw%3D
Stile Science/Physical and Chemical Change/Introduction: The sweet science of chocolate,Upload,https://stileapp.com/uploads/au/T20180625-25d9b504043176e801e5e1c3d2caf7c564dacf4d9394ecb002b652/Chocolate_taster_CUT.mp4?response-content-disposition=attachment;%20filename=%22Chocolate_taster_CUT.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=JcmTu1Aj%2Fl6WgbZfbjRmSBKHT08%3D
Stile Science/Physical and Chemical Change/1.1 Lesson: Changing matter,Upload,https://stileapp.com/uploads/au/T20180625-67286ee5c7268cae8a37fcfbbc62194fa0ed75f0cb076633c08029/Physical_and_Chemical_Changes_Chemistry_for_Kids_-_FreeSchool.mp4?response-content-disposition=attachment;%20filename=%22Physical_and_Chemical_Changes_Chemistry_for_Kids_-_FreeSchool.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=VqNJ9o8gSDavaLg0X6cPFZ9hNAU%3D
Stile Science/Physical and Chemical Change/1.2 Lesson: Physical change,Upload,https://stileapp.com/uploads/au/09f59ee9a97cfc645d00032bf27d11aeff3b7019545b9a66122ff34143e69f4d/Chemical_and_Physical_Changes.mp4?response-content-disposition=attachment;%20filename=%22Chemical_and_Physical_Changes.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=sL%2FFbzF9pLthFzeHed8DLNGj2Ro%3D
Stile Science/Physical and Chemical Change/1.2 Lesson: Physical change,Upload,https://stileapp.com/uploads/au/T20180606-3b11bc9085eb992937a049fb56b76327820ff18f237b9060690aec/Evaporation_of_Salt_Solution.mp4?response-content-disposition=attachment;%20filename=%22Evaporation_of_Salt_Solution.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=VfYC2k4ybqK%2B6YpgoSJ8Ni87Oiw%3D
Stile Science/Physical and Chemical Change/2.1 Lesson: Chemical change,Upload,https://stileapp.com/uploads/au/T20180612-8d8f8fc4bd40e404043083aff147558a22cb1cd5984347e430e073/Amazing_Chemical_Reactions.mp4?response-content-disposition=attachment;%20filename=%22Amazing_Chemical_Reactions.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=mmYlpLzSHRvyz4noXJcBnynF9ek%3D
Stile Science/Physical and Chemical Change/2.1 Lesson: Chemical change,Upload,https://stileapp.com/uploads/au/T20180612-8d8f8fc4bd40e404043083aff147558a22cb1cd5984347e430e073/Amazing_Chemical_Reactions.mp4?response-content-disposition=attachment;%20filename=%22Amazing_Chemical_Reactions.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=mmYlpLzSHRvyz4noXJcBnynF9ek%3D
Stile Science/Physical and Chemical Change/2.1 Lesson: Chemical change,Upload,https://stileapp.com/uploads/au/09f59ee9a97cfc645d00032bf27d11aeff3b7019545b9a66122ff34143e69f4d/Chemical_and_Physical_Changes.mp4?response-content-disposition=attachment;%20filename=%22Chemical_and_Physical_Changes.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=sL%2FFbzF9pLthFzeHed8DLNGj2Ro%3D
Stile Science/Physical and Chemical Change/2.1 Lesson: Chemical change,Upload,https://stileapp.com/uploads/au/T20180625-1b0925c2f28030a55959cb7cfa6f6fc7fcd4cae2cc3939d23f4530/Rotting_Banana_Time_Lapse_-_How_do_you_spend_your_time.mp4?response-content-disposition=attachment;%20filename=%22Rotting_Banana_Time_Lapse_-_How_do_you_spend_your_time.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=QuaVK7G5IBeJ6B%2F8Ob3fsjz5rrk%3D
Stile Science/Physical and Chemical Change/3.2 Practical activity: Identifying types of change,Upload,https://stileapp.com/uploads/au/T20180625-e3e0e7d0802bc3fba4559adb223cef7c868aeaf65e0034154d31f0/IMG_2570.MOV?response-content-disposition=attachment;%20filename=%22IMG_2570.MOV%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=fAW9zmpePUIHNHaSOqdjPL1do6Q%3D
Stile Science/Physical and Chemical Change/Career profile: Professional chocolate taster,Upload,https://stileapp.com/uploads/au/T20180625-b79bb7b8dcb943af9c632e53311820c62947a30c7ee883f8d5a844/CUT_Chocolate_Taster__The_COOLEST_Jobs_In_The_World.mp4?response-content-disposition=attachment;%20filename=%22CUT_Chocolate_Taster__The_COOLEST_Jobs_In_The_World.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626793200&Signature=beRmtKYuqqx%2BtqR8OJ8%2BN0jqThc%3D
Stile Science/Active Earth/Introduction: Earthquakes,Upload,https://stileapp.com/uploads/au/T20180508-b6703192220ed2300cd1bf6f276e781628a577af9e87c1130ea989/intro-dynamic-earth.mp4?response-content-disposition=attachment;%20filename=%22intro-dynamic-earth.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=hPSphhFKDJRHCd%2BHfFB90Xr5B3U%3D
Stile Science/Active Earth/1.1 Lesson: Structure of the Earth,Upload,https://stileapp.com/uploads/au/T20180502-6a61c591d5ad0bce7239340f3fa6cf531e73ab2a972aa4810783bd/1.1_live_report_2.mov?response-content-disposition=attachment;%20filename=%221.1_live_report_2.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=TR%2BD4oM8Vpoffhs1mQDxNEhGBDc%3D
Stile Science/Active Earth/1.2 Practical activity: Model of the Earth,Upload,https://stileapp.com/uploads/au/T20200220-a4bf5f6736d567018d8494071d4ab016e1e1fa445d7a4335bac276/ratios-video-fix-2020.mp4?response-content-disposition=attachment;%20filename=%22ratios-video-fix-2020.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=kxFrF3oyFwB1pe4162KqNGklNzs%3D
Stile Science/Active Earth/2.1 Lesson: Rocks and minerals,Upload,https://stileapp.com/uploads/au/T20180507-c591fefe1180008f0dad51cfd9079344a7ffac16fb04e66b2c43e6/2-1_search_rockstar.mp4?response-content-disposition=attachment;%20filename=%222-1_search_rockstar.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=ONY0EksAmob%2BuCs1FCQvw%2Bcp3hg%3D
Stile Science/Active Earth/2.3 Lesson: Types of rock,Upload,https://stileapp.com/uploads/au/T20180516-404c8bbd659ed82bae4ea8607c6c726746e12fc057144df1f00f9c/2-3_classify_tamarah.mp4?response-content-disposition=attachment;%20filename=%222-3_classify_tamarah.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=Yo5JpQdoBBZM64w7sLPZh6ib96A%3D
Stile Science/Active Earth/2.3 Lesson: Types of rock,Upload,https://stileapp.com/uploads/au/T20180516-1caa18d04e90388040ae88e98ba3917682cd2a4dc5b5e6b0d50831/Rocks_and_Minerals.mp4?response-content-disposition=attachment;%20filename=%22Rocks_and_Minerals.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=JyiwhQ5HfdtyqG36cyERm7T%2FQRo%3D
